"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"LUX","Luxembourg","VER","Gap between top and bottom performers (vertical inequality)","10_3","Satisfaction with personal relationships","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.9,,
"LUX","Luxembourg","HOR","Gap between groups (horizontal inequality)","3_2","Gender wage gap","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",7.7,,
"LUX","Luxembourg","HOR","Gap between groups (horizontal inequality)","3_2","Gender wage gap","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",4.6,,
"LUX","Luxembourg","HOR","Gap between groups (horizontal inequality)","3_2","Gender wage gap","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",3.4,,
"LUX","Luxembourg","HOR","Gap between groups (horizontal inequality)","3_8","Job strain","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",29.1,,
"LUX","Luxembourg","HOR","Gap between groups (horizontal inequality)","3_8","Job strain","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",29.9,,
"LUX","Luxembourg","HOR","Gap between groups (horizontal inequality)","3_8","Job strain","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",23.1,,
"LUX","Luxembourg","HOR","Gap between groups (horizontal inequality)","10_1","Time spent in social interactions","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1.1,,
"MEX","Mexico","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",13422,,
"MEX","Mexico","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",14069,,
"MEX","Mexico","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",14125,,
"MEX","Mexico","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",14151,,
"MEX","Mexico","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",14122,,
"MEX","Mexico","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",14308,,
"MEX","Mexico","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",14925,,
"MEX","Mexico","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",14712,,
"MEX","Mexico","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",14628,,
"MEX","Mexico","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",14918,,
"MEX","Mexico","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",15454,,
"MEX","Mexico","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",15590,,
"MEX","Mexico","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",16310,,
"MEX","Mexico","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",76,,
"MEX","Mexico","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",76.8,,
"MEX","Mexico","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",76.8,,
"MEX","Mexico","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",76.6,,
"MEX","Mexico","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",79.1,,
"MEX","Mexico","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",79,,
"MEX","Mexico","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",80,,
"MEX","Mexico","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",80.5,,
"MEX","Mexico","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",80.4,,
"MEX","Mexico","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",80.5,,
"MEX","Mexico","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",81.4,,
"MEX","Mexico","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",81.4,,
"MEX","Mexico","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",81.2,,
"MEX","Mexico","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",2.3,,
"MEX","Mexico","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",4.1,,
"MEX","Mexico","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",6.1,,
"MEX","Mexico","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",9.6,,
"MEX","Mexico","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",13.7,,
"MEX","Mexico","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",21,,
"MEX","Mexico","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",22.1,,
"MEX","Mexico","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",24.6,,
"MEX","Mexico","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",29,,
"MEX","Mexico","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",33.6,,
"MEX","Mexico","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",38.7,,
"MEX","Mexico","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",46.8,,
"MEX","Mexico","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",50.8,,
"MEX","Mexico","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",52.6,,
"MEX","Mexico","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",66.7,,
"MEX","Mexico","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",67.6,,
"MEX","Mexico","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",67.7,,
"MEX","Mexico","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",67.5,,
"MEX","Mexico","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",67,,
"MEX","Mexico","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",66.7,,
"MEX","Mexico","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",67.2,,
"MEX","Mexico","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",68.1,,
"MEX","Mexico","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",68.2,,
"MEX","Mexico","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",67.7,,
"MEX","Mexico","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",68.1,,
